album,artist,genre,id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Labour Of Love I & II,UB40,reggae,3yDxEMaxtUATqs22VgqzTu,Kingston Town,0.116,0.957,231733,0.217,0.0408,8,0.0795,-14.626,1,0.0595,102.073,4,0.771
Black Gold,Rorystonelove,reggae,62aAUYl8nqio3kgth3sMzT,Not Because,0.253,0.51,263155,0.722,0,9,0.108,-4.601,0,0.197,140.284,4,0.719
Chant Down Babylon,Bob Marley & The Wailers,reggae,1ILZVxd4FCgURhwRRNKQ85,Turn Your Lights Down Low,0.0131,0.733,346302,0.668,2.60E-06,11,0.0312,-5.29,0,0.0755,83.107,4,0.766
Lava Ground,I Wayne,reggae,0y4gGU7CDar41GlemxXFqg,Living In Love,0.122,0.608,213133,0.827,0,0,0.176,-4.848,0,0.242,78.524,4,0.964
Ancient Future,Protoje,reggae,0HBEM5CMp4Yg3Ne7orJzBX,Who Knows,0.0909,0.683,208467,0.724,0,5,0.339,-4.436,0,0.0988,80.932,4,0.742
Roots To The Bone,Rico,reggae,7rYwuCDp8WtrqmT0ZxW2K4,Take Five,0.000119,0.759,239630,0.461,0.000138,0,0.0946,-11.901,0,0.135,148.937,4,0.694
The Cure,Jah Cure,reggae,6cZRY3VaE6FeiMPHpaTvq0,All Of Me,0.229,0.609,279533,0.696,0,5,0.102,-4.201,0,0.0642,131.036,4,0.425
The Best Of Shaggy,Maxi Priest,reggae,24s6yppvGO5he6wRwCaGrr,That Girl - feat. Shaggy,0.056,0.667,240947,0.698,0,5,0.335,-7.35,0,0.119,138.654,4,0.662
Kaya - Deluxe Edition,Bob Marley & The Wailers,reggae,3rWA9OuS0q8xwv0MdFPlpY,Kaya,0.0068,0.815,195880,0.529,1.72E-05,11,0.0955,-11.37,1,0.066,97.63,4,0.857
Reggae Reggae (International Version),Junior Murvin,reggae,0RAeM2bHnW44bXIv4robTJ,Police & Thieves,0.048,0.934,241387,0.512,0,11,0.156,-7.137,0,0.0626,127.157,4,0.906
Reign Of Fire,Capleton,reggae,53a8WmHKKrxhDiBRGqDlgV,That Day Will Come,0.0647,0.696,246453,0.837,0,0,0.113,-5.034,0,0.118,153.294,4,0.916
Fly Rasta,Ziggy Marley,reggae,4nhtIzEhnBgc9GkpwFkwzT,Fly Rasta,0.0621,0.816,219907,0.694,0,1,0.0615,-5.94,1,0.156,112.957,4,0.822
Too Long In Slavery,Culture,reggae,0GGPUysb8GpCG76dQH63te,The International Herb,0.0585,0.825,200960,0.433,0,5,0.0618,-13.085,0,0.337,127.686,4,0.687
Crystal Woman & Musik - Two Riddim Sampler,Lutan Fyah,reggae,5Hj24vdftqNsAO1UnCi8xJ,When mi rise it,0.224,0.693,254813,0.783,0,7,0.214,-3.993,0,0.215,77.769,4,0.774
Cocodi Rock !!! - Remastered Edition,The Wailers,reggae,7wimjp5W96jhlIMblyBJmq,Cocody Rock,0.107,0.796,294000,0.669,0.000113,6,0.0891,-6.333,0,0.0911,147.374,4,0.96
Jah Victory,Alpha Blondy,reggae,4AVIdds2A4E4UsZcVU0Uso,I Wish You Were Here,0.02,0.796,267120,0.566,0.0181,7,0.116,-7.857,1,0.0695,143.994,4,0.58
Collector's Classics,Jacob Miller,reggae,2zH0Z7CEPVnpDbI1sqC8dw,Tenement Yard,0.445,0.887,159173,0.387,0,4,0.103,-13.19,1,0.212,144.184,4,0.973
Monkey Man,The Maytals,reggae,55A8N3HXzIecctUSvru3Ch,Pressure Drop,0.0503,0.605,177440,0.641,0,8,0.121,-8.291,1,0.0446,146.84,4,0.972
Best Of The Fittest,Burning Spear,reggae,1pVbmMQzdUF1qPYE2ZyoDg,Hail H.I.M.,0.145,0.781,255853,0.649,0.177,4,0.0452,-7.831,0,0.0578,137.857,4,0.689
Reggae Reggae (International Version),Bob Marley & The Wailers,reggae,05M9Tg0rDCppaut5HOlcac,Sun Is Shining,0.212,0.674,130693,0.437,2.64E-05,0,0.0799,-10.535,1,0.122,72.471,4,0.806
Hot Shot (International Version #2),Shaggy,reggae,6dViIgkYIRccNImPln58rS,Angel,0.116,0.74,235133,0.766,0,6,0.0406,-2.939,1,0.178,170.531,4,0.807
Stay Bless,Kiko Bun,reggae,0i1n1UChDIbwQfCka293yZ,Stay Bless,0.0411,0.636,207463,0.817,0,6,0.878,-4.492,1,0.161,148.46,4,0.804
Mama Africa,Peter Tosh,reggae,5uPYEStMW3KsXnnLV7iCTw,Johnny B Goode - 2002 Remastered Version,0.0299,0.749,244253,0.849,0.000168,4,0.115,-5.761,0,0.0544,145.169,4,0.959
Collie Buddz,Collie Buddz,reggae,1K4GmEkkeNhtPFbuKoVbqF,Blind To You - Explicit Album Version,0.0291,0.624,227733,0.873,0,9,0.0371,-4.355,1,0.407,155.624,4,0.718
War Ina Babylon,Max Romeo,reggae,2kPQbvKYxJV2z5q2wNps7n,Chase The Devil,0.0807,0.838,207667,0.34,0,2,0.105,-14.334,1,0.565,149.079,4,0.836
The Voices Of Sweet Jamaica,Shaggy,reggae,6ueDnmAamC2RcxY9izQQia,The Voices Of Sweet Jamaica - All Star Remix,0.034,0.669,246364,0.71,0,10,0.144,-3.644,1,0.134,174.052,4,0.908
Miike Snow,Miike Snow,reggae,3Nbgpc2ooFHtkCT9ZLRFXg,Animal - Mark Ronson Remix,0.304,0.833,270360,0.808,0.00918,1,0.045,-4.824,0,0.0414,116.806,4,0.961
Universal Souljah,Bajah,reggae,3a3BlluCGxdS7oBMQQXrFA,Bigger Heads,0.0247,0.807,205000,0.557,0,0,0.143,-11.695,0,0.142,142.976,4,0.627
Heartstrings,Kolohe Kai,reggae,6MrkHoQFXPcREJjK4q9zi2,Heartstrings,0.716,0.668,221927,0.621,0,0,0.129,-5.653,1,0.0977,88.009,4,0.567
Right Here,Zander,reggae,60gG4pkFpsQ84t2W4Pb33a,Right Here,0.64,0.625,215893,0.697,0.000165,5,0.388,-6.721,1,0.071,78.506,4,0.667
With Love,Maoli,reggae,0V810uvpmniI8Oz0LLn1Os,Stress,0.315,0.7,250687,0.581,0,10,0.0636,-6.139,1,0.157,79.977,4,0.722
Coconut Girl,Local Uprising,reggae,1hFlATqFbX7AuYyAx0yfCd,Coconut Girl,0.187,0.852,197590,0.668,0.0134,9,0.207,-6.72,1,0.0478,136.962,4,0.752
Looking,Chante,reggae,1AcEks6wjMsNc60QhrDW0F,Looking,0.0143,0.894,243032,0.463,0,10,0.227,-9.992,1,0.367,94.005,4,0.666
Best Friend,Fiji,reggae,67W48pMHDGTwIJLrb1cZpQ,Best Friend,0.0101,0.81,204080,0.49,0,7,0.0573,-6.637,1,0.0492,90.005,4,0.695
Heart of Home - EP,Kaleo Young,reggae,3s9Sa0dbmBsG5OJQWljgJw,Stranger,0.116,0.908,207568,0.383,0.000153,7,0.118,-10.384,1,0.084,92.501,4,0.771
Go Back,Lapi Mariner,reggae,3PKgxsRicT3bgTqm4FWUAV,Go Back,0.219,0.787,211479,0.655,0,3,0.0836,-5.303,1,0.0419,141.99,4,0.962
In Case You Didn't Know (Live),Maoli,reggae,7D9zQzlgMeRd5BqFSird1x,In Case You Didn't Know (Live),0.0437,0.481,232313,0.689,0,10,0.149,-6.506,1,0.0447,170.809,4,0.644
Champion,Common Kings,reggae,0h4RBPlyA1uOOgtRZwgUuf,Champion,0.82,0.542,223200,0.671,0,0,0.0829,-4.326,1,0.13,98.531,4,0.618
Love Today - Single,Katchafire,reggae,3Sid2dxfnhi4Pu6RSUZWPm,Love Today,0.0141,0.682,246779,0.69,0,0,0.299,-5.654,1,0.103,165.871,4,0.576
The Trail,Leilani Wolfgramm,reggae,5J2dfwEobX8OFqUJ4yFg0j,The Trail,0.0458,0.721,240811,0.785,0.0393,2,0.183,-5.583,1,0.0838,148.059,4,0.555
Sweet Reggae Sound,2nd Legacy,reggae,2v5NIqtHo8XcpyqFGiZiQL,Dancing Shoes,0.526,0.791,202562,0.643,5.53E-06,9,0.308,-7.872,0,0.145,107.482,4,0.73
Doctor,Lea Love,reggae,6aoXjYzIp8kMgUlSJr0s6b,Doctor,0.00153,0.689,206039,0.633,0,2,0.0839,-7.648,1,0.0455,151.008,4,0.527
Heart of Home - EP,Kaleo Young,reggae,4xWAPZvZsAYlwGjKCqqDD2,Perfect People,0.0674,0.836,217391,0.491,0.000169,9,0.0848,-9.388,1,0.0885,78.975,4,0.651
Can't Get Enough,Eli Mac,reggae,5RdoAu8wyVDn2n8E6oR3id,Can't Get Enough,0.036,0.697,200385,0.456,0.0445,1,0.09,-9.483,0,0.0568,158.986,4,0.577
Wandering Soul,HIRIE,reggae,4UVH9hk11pLSDaOadmhaL1,Queen,0.0413,0.769,196853,0.601,0.000174,0,0.0638,-6.996,1,0.0855,149.988,4,0.788
Colors,Mahkess,reggae,37sKUQFRRkj8ct18sp1Rkg,Dance & Groove (feat. Fiji),0.00241,0.871,262408,0.749,0,4,0.0395,-5.291,0,0.0923,99.998,4,0.884
Nice & Easy Riddim (Oneness Records Presents),Sara Lugo,reggae,7sEYJF5gEVw8JiBJuowFRM,Growing a Jungle,0.229,0.716,223457,0.626,0,4,0.195,-7.62,0,0.195,75.006,4,0.828
My Wife,Fiji,reggae,0bxjJqxfAy1B6AOnPyl86K,My Wife,0.265,0.7,212000,0.73,0.002,0,0.0773,-6.075,1,0.0719,120.044,4,0.533
Here to Stay,General Fiyah,reggae,0qxTym0LJ6HMV4g87FYIdR,Here to Stay,0.372,0.734,257067,0.517,0,0,0.152,-6.202,1,0.199,175.86,4,0.961
Sweet Reggae Sound,2nd Legacy,reggae,61OHT9jMVhCpe8j20VpAqY,Sweet Reggae Sound,0.563,0.86,179875,0.605,0,4,0.0933,-8.207,0,0.164,145.085,4,0.708
Today's a New Day,Common Kings,reggae,010lm9CMigWgoQ9BL4mvRq,Today's a New Day,0.0326,0.838,213674,0.688,1.24E-05,1,0.219,-6.173,1,0.198,84.992,4,0.266
Part Time Lovers,Tribal Theory,reggae,3Ht43pWDd8VP0NVpc7DgeB,Part Time Lovers,0.124,0.684,213308,0.76,2.84E-05,11,0.0843,-6.194,1,0.035,147.971,4,0.962
One,Tomorrow People,reggae,2T2udEURCsfwuSnldp1DiX,Feel Alright,0.0112,0.795,239387,0.561,1.26E-06,7,0.239,-7.592,1,0.0671,123.891,4,0.58
Live Wire,Leilani Wolfgramm,reggae,1m5cqFk16Y86MPM9gs5HHn,Live Wire,0.000854,0.641,216296,0.666,0.00401,2,0.265,-5.907,0,0.0382,121.545,4,0.181
Addicted - Single,Katchafire,reggae,6nSnchTbtNRNFSd9Cg5Aqb,Addicted,0.0712,0.633,203267,0.624,0,7,0.338,-7.487,1,0.217,175.185,4,0.8
Cool Cat,Lea Love,reggae,48BmdBYKua9c8LEQzelpOb,Cool Cat,0.0565,0.694,224125,0.752,2.65E-05,6,0.0709,-5.816,0,0.0332,147.958,4,0.747
Brown Boys,Damon Williams,reggae,4mO9dJlYxQfLsdEDbdBpFX,Shaky Girl,0.622,0.573,197373,0.601,0,11,0.366,-5.993,0,0.0461,119.96,4,0.636
Proud as the Sun (Deluxe),Kimie Miner,reggae,3X1p2pyKbsJnkPyISqyCqk,Sea of Love,0.845,0.698,197027,0.289,7.35E-06,0,0.098,-9.83,1,0.0344,89.899,4,0.538
Picture Perfect,The Jimmy Weeks Project,reggae,1x2JjoTVE38EM1OchXEPdc,Picture Perfect,0.0581,0.849,238875,0.66,0,6,0.194,-6.122,0,0.0467,130.115,4,0.886
Island Life,Typical Hawaiians,reggae,1MsKU3XLo0wuVZwhRM9Qln,Island Life,0.853,0.721,270125,0.41,4.35E-06,3,0.155,-7.778,1,0.0605,90.079,4,0.871
We Are Culture.,Culture Crew,reggae,2GfYZDRWmnRmvrHqT77AU8,We Are Culture.,0.00135,0.646,246489,0.634,0,7,0.327,-7.477,0,0.0436,160.061,4,0.555
Loss for Words,Landon McNamara,reggae,7w5e3qxXquDzhbdyMKKXDD,Loss for Words,0.331,0.879,283973,0.533,0,7,0.0719,-8.509,1,0.0799,132.058,4,0.566
Follow Me,Anuhea,reggae,011xoKDagylY12ofOd3qUX,Mixed Feelings,0.214,0.715,203413,0.687,0,10,0.0519,-4.459,1,0.0343,138.005,4,0.963
Golden Touch,Junior Maile,reggae,2silWbBZuIipU5FBRmYo6S,Golden Touch,0.0957,0.822,220833,0.528,0,0,0.303,-8.849,1,0.174,143.937,4,0.916
Tricky One,Eli Mac,reggae,1VfB6NMKNKTZNM5JWiYSVl,Tricky One,0.0165,0.737,213185,0.654,0,11,0.0986,-7.103,0,0.0736,157.075,4,0.574
Say It feat. Jemere Morgan,Lea Love,reggae,4HpOfNEjoYHwkgj45PSHex,Say It,0.189,0.726,157875,0.539,0,11,0.394,-8.364,0,0.299,75.872,4,0.856
Marching Orders,The Green,reggae,5BipxnrRj3L2VrVpKQKWVI,Marching Orders,0.366,0.631,235853,0.727,0,10,0.0868,-5.076,0,0.282,173.924,4,0.666
Sleepwalker,Sammy Johnson,reggae,2epWDIt8LzgR7JQG0Wh2Mj,Sleepwalker,0.094,0.712,237997,0.6,0,11,0.168,-7.291,0,0.0407,134.964,4,0.731
Broken Crowns,Matisyahu,reggae,1r3rD5OCLkHXP1nDWWZpgk,Broken Crowns,0.0189,0.753,212000,0.676,1.79E-05,9,0.113,-5.326,0,0.0678,99.991,4,0.47
Fighting For,Chante,reggae,165DCBmn1v2QMkOzlkCijb,Fighting For,0.17,0.79,185000,0.625,0.000443,5,0.127,-7.544,1,0.316,80.352,4,0.966
Cali Girl,Common Kings,reggae,0rK7HWL5cawznIwb2hZzox,Cali Girl,0.172,0.867,184413,0.7,0,2,0.0536,-5.301,1,0.0768,130.062,4,0.865
I Will,The Green,reggae,1BQtgjtTDVdac0kTAZxeNd,I Will,0.00824,0.828,196341,0.732,0,8,0.0512,-5.05,0,0.147,139.979,4,0.96
Walk This World,Chala,reggae,4DVCi7Q109XVeUCep2tGBh,Sweet Maui,0.126,0.837,200000,0.69,0,2,0.0905,-5.503,1,0.06,149.979,4,0.725
Do You,Sammy Johnson,reggae,5M6dACODo793pMh0mwn6lQ,Do You,0.426,0.762,172853,0.479,0,1,0.132,-6.701,1,0.0579,84.02,4,0.541
Sea of Love,Kimie Miner,reggae,5YGchxHlMJm93jpcBTTx4y,Sea of Love,0.625,0.596,195000,0.278,0,0,0.112,-10.555,1,0.0288,90.137,4,0.523
New to Me,PeniDean,reggae,6JDiliuujRpBL8l40UCcoj,Why You,0.0334,0.695,261939,0.832,0.000364,2,0.273,-6.273,0,0.104,160.069,4,0.636
When I'm Gone,Junior Maile,reggae,3tPmeYiWgz4ufVGy6YPh3s,When I'm Gone,0.637,0.7,261500,0.636,9.74E-06,9,0.307,-5.045,1,0.0379,128.116,4,0.725
Mr Sensi,Eli Mac,reggae,7ltZS2vQoIsSUj3lUyKCyV,Mr Sensi,0.11,0.728,231500,0.632,0,7,0.273,-7.422,0,0.163,144.818,4,0.873
What Will It Take,The Easies,reggae,7MLAlCNchfJDqxPH4lbAYe,What Will It Take,0.0596,0.618,271948,0.78,0,11,0.0657,-3.949,0,0.0762,153.805,4,0.699
Think of Me,Pati,reggae,43DkrZbdn50RCmx7xLw5In,Kiss and Say Goodbye,0.0521,0.768,241277,0.363,0,9,0.158,-9.17,1,0.0651,139.941,4,0.7
My High,KL Noise Makerz,reggae,7kj7ol0cWF50fVkWFDS4gb,My High,0.563,0.77,196772,0.677,0.000564,9,0.0779,-7.421,1,0.0332,150.063,4,0.923
Here to Stay,2nd Legacy,reggae,7jfdJqt7f4LlKvuIWFvnfy,Here to Stay,0.408,0.843,236897,0.598,0,11,0.109,-6.825,1,0.0421,145.06,4,0.8
Welcome to My Island Home,The Mana'o Company,reggae,5sQJjcLZnPZCvpxzz349CJ,Welcome to My Island Home,0.657,0.743,193438,0.693,0.0524,5,0.0764,-9.442,1,0.0336,104.993,4,0.917
Love & Affection,Three Houses Down,reggae,3kbrIhpuDBQPr7E9r2VWPR,Love & Affection,0.317,0.643,223360,0.585,0,4,0.0942,-5.969,0,0.244,80.062,4,0.678
A Dollar Short & a Minute Late,Landon McNamara,reggae,5iaciB2AlSaMnTNkHu39pJ,Don't Go Away,0.155,0.917,214552,0.448,0,11,0.0693,-6.907,0,0.0681,116.032,4,0.808
"The Vitals 808 EP, Vol. II",The Vitals 808,reggae,4nXHQxCiXLsYrpeMoUrz3N,Rub a Dub Vibe,0.364,0.869,214737,0.547,0.00956,11,0.074,-6.187,1,0.0523,132.966,4,0.973
He Kanaka (feat. The Vitals 808),Ka'ikena Scanlan,reggae,0tV3o4ZNt4TIJZEZpd4GtU,He Kanaka,0.607,0.833,183375,0.56,0,6,0.104,-7.107,0,0.0484,120.965,4,0.871
Thicker Than Blood,Lovd Ones,reggae,4RIgsLTLcItSR1JdWW0YQz,Sail Away (feat. Leilani Wolfgramm),0.384,0.922,308800,0.311,0,8,0.0685,-8.258,1,0.0636,119.945,4,0.732
I Love You,Sammielz,reggae,53g3LVX4NSlvK58tOZIj7G,I Love You,0.373,0.738,235566,0.68,5.55E-05,0,0.259,-5.226,1,0.0539,90.075,4,0.441
What Now (feat. Redmelo),Leylani,reggae,72kmqttpw29BLKRWoNskdc,What Now (feat. Redmelo),0.0976,0.652,215625,0.829,6.67E-05,5,0.176,-4.406,0,0.134,156.744,4,0.894
Sweet Sugah,Kawao,reggae,4Sui46CCyEVWSvwGXp9jb5,Sweet Sugah,0.0105,0.692,220137,0.722,0,10,0.0775,-4.201,0,0.174,176.94,4,0.852
We Are Hawaii's Finest,Ekolu,reggae,3Xyc3FmJvrfQqMcXgR9yq5,We Are Hawaii's Finest,0.23,0.845,241250,0.677,0,2,0.338,-5.515,0,0.0464,139.999,4,0.746
Glory of Love,Fiji,reggae,4foJJISJ6uKNnfSzf9DTF8,Glory of Love,0.058,0.594,276000,0.629,0,8,0.14,-7.142,0,0.0378,76.012,4,0.591
Girl Like Me,Tenelle,reggae,62oUAdZFqU2NvjIKfAYEst,Girl Like Me,0.549,0.728,187429,0.558,0,8,0.0846,-7.948,1,0.133,151.996,4,0.927
Nice to See U Trying,Bo Napoleon,reggae,102OPCavQ3XebsX5nLyzEi,Nice to See U Trying,0.106,0.679,177512,0.517,0,7,0.0691,-7.394,1,0.189,76.543,4,0.702
Sweetest Sound,Maoli,reggae,3zCLiKWjWUeUqEXODaXdk5,Sweetest Sound,0.0227,0.541,218313,0.74,0,0,0.0553,-6.472,1,0.293,79.782,4,0.816
Reborn,Spawnbreezie,reggae,1DhnTe6YEsVAykoBmuwyhq,Like U Love Me,0.159,0.428,206809,0.848,0,1,0.339,-5.905,0,0.0853,93.875,4,0.438
Wife You (feat. Fiji),Finn Gruva,reggae,1ozqtJJi8Fiv2HyWmhTrFt,Wife You (feat. Fiji),0.0572,0.778,209208,0.411,0,11,0.114,-13.394,0,0.194,139.991,4,0.913
For The Lovers,Tenelle,reggae,5IVNsgkUPstuv7D4SGsbmc,For The Lovers,0.577,0.68,221077,0.354,0,2,0.183,-7.263,1,0.0382,79.058,4,0.608
Higher,Kolohe Kai,reggae,51AuzjvWy2G7TJgKBAjruM,Higher,0.206,0.702,265600,0.527,4.53E-06,4,0.362,-7.75,0,0.0741,62.504,4,0.578
Wanna Be Loved,Zander,reggae,1o9PhOHCvXbQz7R4vS2ao2,Wanna Be Loved,0.782,0.778,170208,0.391,0,9,0.103,-8.469,0,0.116,145.879,4,0.851
4 the People,Rebel Souljahz,reggae,4PEuiFGsfK64P7oqy3Yfc8,Chauffeur,0.0569,0.706,286512,0.687,2.18E-05,9,0.146,-5.752,1,0.207,171.805,4,0.707
Did You Know?,Fiji,reggae,3X8m0EHQOhKVvMZkRR4yFD,Did You Know?,0.165,0.788,264735,0.553,0,1,0.112,-8.166,0,0.0686,130.009,4,0.895
Jugglerz City,J Boog,reggae,4BcAW1a4xnaezaypukaqxX,Worth My Time,0.0243,0.721,180381,0.667,0,7,0.054,-5.154,1,0.191,86.011,4,0.868
4U,Sammy Johnson,reggae,6Ck1zK683ByEdry0igdNP3,4U,0.238,0.767,209945,0.528,0,1,0.104,-6.167,1,0.0963,80.016,4,0.878
Lost In Paradise - Single,Common Kings,reggae,6awSNksAaaeMNVX5eGTQay,Lost In Paradise,0.044,0.802,195366,0.731,0,5,0.285,-6.27,0,0.279,79.958,4,0.832
Lucky We Live in H.I. (feat. J Boog),Mimi,reggae,7auTBEvOknw8jS7qY8FSdD,Lucky We Live in H.I. (feat. J Boog),0.115,0.661,229017,0.775,0,1,0.272,-5.246,1,0.259,83.924,4,0.892
Best Of,Maoli,reggae,7pvhAh7UAtLrzVvRJ26XGT,Rocky Road,0.327,0.755,269302,0.796,0,5,0.096,-6.146,0,0.127,84.95,4,0.962
Hawai'i,Hot Rain,reggae,7HDU0DB4rSUaehXmLD0TJL,Hawai'i,0.107,0.84,259912,0.559,8.27E-06,2,0.174,-7.76,1,0.0608,132.903,4,0.84
The Beginning,Sammielz,reggae,46Xqj2wpBD5ldsLw40DvLe,Let Us Be,0.144,0.689,258625,0.474,0,11,0.131,-7.256,1,0.0378,90.041,4,0.791
Diamond of My Heart (feat. Caleb Keolanui),Ekolu,reggae,09zShDN7brz8hylKUKBHnh,Diamond of My Heart (feat. Caleb Keolanui),0.00123,0.642,239750,0.847,6.54E-05,3,0.0666,-6.441,0,0.0359,156.029,4,0.926
Don't Let Me Go Girl,Opihi Pickers,reggae,4FYlNqUSEbG13EQV1o4Onl,Don't Let Me Go Girl,0.498,0.921,208141,0.526,0,7,0.123,-7.034,1,0.0778,128.095,4,0.76
Good Cry (feat. Chaka Demus) - Single,J Boog,reggae,5kPU4yatCGNrN88ISX6QeG,Good Cry,0.139,0.81,221667,0.772,0,7,0.299,-4.494,1,0.272,89.913,4,0.832
Find Ya Riddum (feat. Jemere Morgan),Jordan T,reggae,3mgnQbN3aKnmjj1PTyKUiY,Find Ya Riddum (feat. Jemere Morgan),0.459,0.686,194125,0.725,0,6,0.547,-5.854,1,0.137,151.962,4,0.961
Burn It Down - single,Katchafire,reggae,7ewwXx6kjeyWn5XFh7QtZ7,If I Had The World,0.0349,0.679,215533,0.682,0,7,0.0841,-4.759,1,0.0485,145.874,4,0.832
She Knows What She's Doing,Samu,reggae,559g47APeiUpNtX6xhxZhi,She Knows What She's Doing,0.263,0.796,202493,0.555,2.10E-06,10,0.0644,-7.657,0,0.0876,74.997,4,0.961
Mama Roots (feat. J Boog),The Green,reggae,4tXZwd3VMZVx4tVRAM2WHl,Mama Roots (feat. J Boog),0.055,0.687,231757,0.689,0,7,0.304,-4.469,1,0.186,149.922,4,0.727
Reclamation,Tribal Theory,reggae,02W2MArrrpqsDAxmPMDlm6,My Roots,0.269,0.841,217324,0.582,0,10,0.1,-7.178,1,0.0574,139.963,4,0.93
Good Vibes (feat. Conkarah & Sammielz),Jahboy,reggae,2K4hPb0gQDLtkOwPKwMPJj,Good Vibes (feat. Conkarah & Sammielz),0.0842,0.756,210966,0.758,0,5,0.09,-5.923,1,0.268,166.116,4,0.764
If That's Ok,Bo Napoleon,reggae,7wQ9DeZTB7OJ8rnrxeUHSl,If That's Ok,0.0816,0.687,196197,0.491,5.25E-06,5,0.0901,-8.636,1,0.368,169.938,4,0.663
Wandering Soul,HIRIE,reggae,2Tq1h8MLqSCpsaCrvlWJGw,You Won't Be Alone,0.0769,0.617,210867,0.637,1.18E-05,3,0.18,-6.662,0,0.0525,148.057,4,0.564
Sweet Remedy,Maoli,reggae,3TUipMNgT6at3cc8ZTdwGZ,Sweet Remedy,0.375,0.827,231905,0.672,0,5,0.0552,-7.024,1,0.117,139.991,4,0.931
Too Young for Love,2nd Legacy,reggae,77LlLgAseT1dmbuOKKHplp,Too Young for Love,0.427,0.829,234651,0.485,1.54E-05,11,0.088,-8.757,1,0.107,149.94,4,0.852
Talking,Positive Motion,reggae,1gtXalgPVQCjb0Q3O8MWha,Talking,0.236,0.834,213808,0.838,0,9,0.0751,-3.359,0,0.0634,73.982,4,0.966
Burn It Down - single,Katchafire,reggae,1q2Bk4wPjpnX7yI9S7Iyv7,Burn It Down,0.0189,0.773,202639,0.757,1.09E-06,1,0.0768,-3.994,1,0.0342,120.003,4,0.922
One More Chance,Leylani,reggae,75DWQEitLykmeBn3IdTGRg,One More Chance,0.165,0.647,228875,0.635,0,0,0.0387,-4.849,1,0.0511,155.931,4,0.792
Is This Love,So Roots,reggae,0hVGsszxmTLUMigIWVGLCy,Is This Love,0.374,0.907,235256,0.482,0.000208,1,0.106,-9.181,1,0.0542,125.005,4,0.77
Everlasting,Raging Fyah,reggae,7yZwDw6yHx5PyHXllicStI,Live Your Life (feat. J Boog & Busy Signal),0.066,0.659,213000,0.69,0,7,0.104,-4.109,1,0.203,81.858,4,0.687
Fantastic Freeriding The Next Chapter,Kabanjak,reggae,5cpzgaNcWeGWpPlrSOrv2G,Revelation Dub,0.0327,0.521,215000,0.807,0.841,7,0.125,-7.954,1,0.0852,163.998,4,0.647
Trojan Dub Collection,Sly & The Revolutionaries,reggae,61YYhvgIlooPlOpBsPBlJh,Marijuana,0.0145,0.777,165173,0.484,0.708,6,0.107,-8.721,0,0.253,81.776,4,0.413
Presents,10 Ft. Ganja Plant,reggae,1h79OdMEuxrYiceG3IXt04,Chalwa,0.228,0.775,278320,0.611,0.892,2,0.0333,-7.093,0,0.0473,136.691,4,0.937
Mr Fix It / California Dreaming,Winston Francis,reggae,2Ab9mi9CtcjwZdWFyKvhpk,Let's Go to Zion,0.751,0.879,341473,0.491,0.0746,7,0.129,-15.426,0,0.0636,129.255,4,0.967
True Reggae,Augustus Pablo,reggae,6iJVuH9KM1oW1Ib9O3tRdu,King Tubby Meets The Rockers Uptown,0.0324,0.768,151487,0.739,0.85,1,0.316,-10.412,1,0.0502,133.689,4,0.874
Super Ape,The Upsetters,reggae,63cdKsOGssgzWospvig2nx,Croaking Lizard,0.369,0.763,206307,0.521,0.223,11,0.14,-13.824,0,0.355,148.321,4,0.806
Brutal Dub,Black Uhuru,reggae,44rjqxuJm7NibOFZ5GH4sw,Dub You Haffe Dub,0.0561,0.671,284400,0.515,0.528,0,0.0673,-14.009,1,0.0458,143.027,4,0.405
Good Times Skank: Joey Jay (Good Times Sound System),Roots Radics,reggae,7kf6AA6CwUsBIKULoIs9Wa,The Alien Aborts,0.0243,0.752,198547,0.491,0.499,11,0.264,-12.526,1,0.0731,147.942,4,0.531
Smoke The Herb: The 2nd Pound,Anthony B,reggae,2WtZesKSMA1mC05Kh29GEi,Low Di Herb,0.449,0.714,200533,0.489,5.47E-05,9,0.0759,-10.305,1,0.315,172.291,4,0.826
Profile,Mikey Dread,reggae,5B7QnKSaoB885Vfoxly3bn,Break down the Walls,0.0165,0.751,249400,0.418,2.65E-05,6,0.213,-15.045,0,0.386,165.571,4,0.763
Breaking Out,Jah Free,reggae,4kqzSZvwfaG1oB7GCxDxTy,Hear Me Dub,7.06E-05,0.84,223980,0.375,0.877,0,0.0905,-13.114,1,0.0739,129.269,4,0.762
Tribute To Studio One,King Tubby,reggae,5O6pUQXbVeVbmse1NEsELG,Roots of Dub,0.266,0.645,194413,0.568,0.712,1,0.112,-8.83,1,0.0525,76.903,4,0.452
Irie Ites Meets Zenzile,Zenzile,reggae,4exzMolWj4QwlOro7fkDky,Wa Dem A Go Do Riddim,5.17E-05,0.804,211373,0.547,0.81,8,0.03,-16.497,1,0.0912,123.493,4,0.97
King Size Dub Vol.13,DubXanne,reggae,5N2TsqUL30n3RNAnRRNf5P,Message In A Bottle - Dub,0.18,0.742,249667,0.714,0.0199,9,0.125,-8.799,1,0.0647,140.958,4,0.786
